pred,label,max_prob,length_tokens,latency_s_per_sample,precision,batch_size,seq_len,repeat_id
1,0,0.524785519,23,0.0043853,fp32_tf32,8,128,1
1,0,0.526238441,18,0.0043853,fp32_tf32,8,128,1
1,1,0.524619699,32,0.0043853,fp32_tf32,8,128,1
1,0,0.531431556,35,0.0043853,fp32_tf32,8,128,1
1,1,0.52541244,26,0.0043853,fp32_tf32,8,128,1
1,0,0.529942572,46,0.0043853,fp32_tf32,8,128,1
1,1,0.526495218,25,0.0043853,fp32_tf32,8,128,1
1,0,0.525689363,26,0.004468375,fp32_tf32,8,128,1
1,0,0.526215732,34,0.004468375,fp32_tf32,8,128,1
1,1,0.526184499,45,0.004468375,fp32_tf32,8,128,1
1,0,0.524007261,24,0.004468375,fp32_tf32,8,128,1
1,0,0.523249686,27,0.004468375,fp32_tf32,8,128,1
1,0,0.526275337,28,0.004468375,fp32_tf32,8,128,1
1,1,0.525719464,13,0.004468375,fp32_tf32,8,128,1
1,1,0.524452388,12,0.004468375,fp32_tf32,8,128,1
1,0,0.526939452,13,0.004404138,fp32_tf32,8,128,1
1,1,0.526824057,16,0.004404138,fp32_tf32,8,128,1
1,0,0.524475574,50,0.004404138,fp32_tf32,8,128,1
1,1,0.526335597,18,0.004404138,fp32_tf32,8,128,1
1,1,0.520912826,33,0.004404138,fp32_tf32,8,128,1
1,1,0.527352631,30,0.004404138,fp32_tf32,8,128,1
1,0,0.524626672,27,0.004404138,fp32_tf32,8,128,1
1,1,0.526648939,20,0.004404138,fp32_tf32,8,128,1
1,1,0.525451362,33,0.004376113,fp32_tf32,8,128,1
1,0,0.525079846,17,0.004376113,fp32_tf32,8,128,1
1,1,0.524986863,38,0.004376113,fp32_tf32,8,128,1
1,1,0.525911152,21,0.004376113,fp32_tf32,8,128,1
1,0,0.525845647,14,0.004376113,fp32_tf32,8,128,1
1,0,0.526331663,22,0.004376113,fp32_tf32,8,128,1
1,1,0.523929775,25,0.004376113,fp32_tf32,8,128,1
1,1,0.523236573,48,0.004376113,fp32_tf32,8,128,1
1,1,0.519978404,38,0.004389012,fp32_tf32,8,128,1
1,1,0.52852428,5,0.004389012,fp32_tf32,8,128,1
1,1,0.529290795,23,0.004389012,fp32_tf32,8,128,1
1,0,0.524997354,36,0.004389012,fp32_tf32,8,128,1
1,0,0.521968782,36,0.004389012,fp32_tf32,8,128,1
1,1,0.525493145,45,0.004389012,fp32_tf32,8,128,1
1,1,0.527041852,49,0.004389012,fp32_tf32,8,128,1
1,1,0.526184916,14,0.004389012,fp32_tf32,8,128,1
1,0,0.524652719,35,0.004429025,fp32_tf32,8,128,1
1,1,0.524302483,19,0.004429025,fp32_tf32,8,128,1
1,0,0.524248481,17,0.004429025,fp32_tf32,8,128,1
1,1,0.524206936,28,0.004429025,fp32_tf32,8,128,1
1,1,0.527053893,14,0.004429025,fp32_tf32,8,128,1
1,0,0.523515642,43,0.004429025,fp32_tf32,8,128,1
1,1,0.526831627,15,0.004429025,fp32_tf32,8,128,1
1,1,0.526856959,13,0.004429025,fp32_tf32,8,128,1
1,1,0.526043355,37,0.004448725,fp32_tf32,8,128,1
1,0,0.526681602,20,0.004448725,fp32_tf32,8,128,1
1,1,0.525577426,13,0.004448725,fp32_tf32,8,128,1
1,1,0.527607918,27,0.004448725,fp32_tf32,8,128,1
1,1,0.525427878,24,0.004448725,fp32_tf32,8,128,1
1,1,0.525759339,20,0.004448725,fp32_tf32,8,128,1
1,1,0.525948167,22,0.004448725,fp32_tf32,8,128,1
1,1,0.526882648,11,0.004448725,fp32_tf32,8,128,1
1,0,0.525492013,19,0.004566862,fp32_tf32,8,128,1
1,1,0.527476668,16,0.004566862,fp32_tf32,8,128,1
1,1,0.522588551,26,0.004566862,fp32_tf32,8,128,1
1,0,0.525448382,16,0.004566862,fp32_tf32,8,128,1
1,1,0.5295645,23,0.004566862,fp32_tf32,8,128,1
1,1,0.528171539,32,0.004566862,fp32_tf32,8,128,1
1,0,0.525883436,25,0.004566862,fp32_tf32,8,128,1
1,0,0.527532339,13,0.004566862,fp32_tf32,8,128,1
1,1,0.526073039,9,0.004532437,fp32_tf32,8,128,1
1,0,0.526899517,10,0.004532437,fp32_tf32,8,128,1
1,0,0.526785493,10,0.004532437,fp32_tf32,8,128,1
1,1,0.524836779,12,0.004532437,fp32_tf32,8,128,1
1,1,0.526977897,36,0.004532437,fp32_tf32,8,128,1
1,1,0.526698411,27,0.004532437,fp32_tf32,8,128,1
1,1,0.524973214,20,0.004532437,fp32_tf32,8,128,1
1,1,0.525817752,16,0.004532437,fp32_tf32,8,128,1
1,0,0.528724372,15,0.004523925,fp32_tf32,8,128,1
1,0,0.5275684,29,0.004523925,fp32_tf32,8,128,1
1,0,0.528006315,17,0.004523925,fp32_tf32,8,128,1
1,1,0.524837494,23,0.004523925,fp32_tf32,8,128,1
1,1,0.523877621,26,0.004523925,fp32_tf32,8,128,1
1,1,0.525623262,31,0.004523925,fp32_tf32,8,128,1
1,1,0.526180327,51,0.004523925,fp32_tf32,8,128,1
1,0,0.523345053,37,0.004523925,fp32_tf32,8,128,1
1,1,0.524231732,36,0.004611412,fp32_tf32,8,128,1
1,0,0.526494622,25,0.004611412,fp32_tf32,8,128,1
1,0,0.527981102,33,0.004611412,fp32_tf32,8,128,1
1,1,0.522853553,21,0.004611412,fp32_tf32,8,128,1
1,0,0.526840866,33,0.004611412,fp32_tf32,8,128,1
1,1,0.524746001,27,0.004611412,fp32_tf32,8,128,1
1,0,0.523838103,35,0.004611412,fp32_tf32,8,128,1
1,0,0.5240677,13,0.004611412,fp32_tf32,8,128,1
1,1,0.525852799,19,0.0045136,fp32_tf32,8,128,1
1,1,0.526990533,48,0.0045136,fp32_tf32,8,128,1
1,0,0.525387108,14,0.0045136,fp32_tf32,8,128,1
1,0,0.526108742,23,0.0045136,fp32_tf32,8,128,1
1,0,0.527724981,10,0.0045136,fp32_tf32,8,128,1
1,0,0.52738899,30,0.0045136,fp32_tf32,8,128,1
1,0,0.523926437,30,0.0045136,fp32_tf32,8,128,1
1,1,0.525613487,31,0.0045136,fp32_tf32,8,128,1
1,1,0.526760161,21,0.004524875,fp32_tf32,8,128,1
1,1,0.526317179,20,0.004524875,fp32_tf32,8,128,1
1,1,0.526709497,12,0.004524875,fp32_tf32,8,128,1
1,0,0.524303734,13,0.004524875,fp32_tf32,8,128,1
1,0,0.525379062,38,0.004524875,fp32_tf32,8,128,1
1,0,0.521944165,28,0.004524875,fp32_tf32,8,128,1
1,1,0.524461448,41,0.004524875,fp32_tf32,8,128,1
1,1,0.525567889,28,0.004524875,fp32_tf32,8,128,1
1,1,0.526382804,18,0.00458665,fp32_tf32,8,128,1
1,0,0.529526353,25,0.00458665,fp32_tf32,8,128,1
1,1,0.522886693,29,0.00458665,fp32_tf32,8,128,1
1,0,0.524163783,24,0.00458665,fp32_tf32,8,128,1
1,0,0.527122736,22,0.00458665,fp32_tf32,8,128,1
1,0,0.523189187,28,0.00458665,fp32_tf32,8,128,1
1,1,0.526827395,29,0.00458665,fp32_tf32,8,128,1
1,1,0.524532914,18,0.00458665,fp32_tf32,8,128,1
1,0,0.525815606,17,0.004575538,fp32_tf32,8,128,1
1,1,0.525772989,31,0.004575538,fp32_tf32,8,128,1
1,0,0.526231349,37,0.004575538,fp32_tf32,8,128,1
1,1,0.526022077,29,0.004575538,fp32_tf32,8,128,1
1,1,0.523156404,48,0.004575538,fp32_tf32,8,128,1
1,0,0.524215519,22,0.004575538,fp32_tf32,8,128,1
1,0,0.525732994,29,0.004575538,fp32_tf32,8,128,1
1,1,0.523695409,19,0.004575538,fp32_tf32,8,128,1
1,0,0.525587499,27,0.004604313,fp32_tf32,8,128,1
1,0,0.52365011,12,0.004604313,fp32_tf32,8,128,1
1,0,0.524944425,40,0.004604313,fp32_tf32,8,128,1
1,0,0.524683177,21,0.004604313,fp32_tf32,8,128,1
1,0,0.527185798,19,0.004604313,fp32_tf32,8,128,1
1,1,0.526063323,33,0.004604313,fp32_tf32,8,128,1
1,0,0.524956882,19,0.004604313,fp32_tf32,8,128,1
1,1,0.526395977,15,0.004604313,fp32_tf32,8,128,1
1,0,0.52318126,48,0.004606725,fp32_tf32,8,128,1
1,0,0.529210865,36,0.004606725,fp32_tf32,8,128,1
1,1,0.525962234,16,0.004606725,fp32_tf32,8,128,1
1,1,0.524836719,20,0.004606725,fp32_tf32,8,128,1
1,0,0.525163889,18,0.004606725,fp32_tf32,8,128,1
1,1,0.525844514,20,0.004606725,fp32_tf32,8,128,1
1,0,0.527722061,27,0.004606725,fp32_tf32,8,128,1
1,0,0.523807466,34,0.004606725,fp32_tf32,8,128,1
1,0,0.527114928,21,0.004524787,fp32_tf32,8,128,1
1,1,0.525574088,11,0.004524787,fp32_tf32,8,128,1
1,1,0.527353346,50,0.004524787,fp32_tf32,8,128,1
1,0,0.525090516,25,0.004524787,fp32_tf32,8,128,1
1,1,0.525876284,14,0.004524787,fp32_tf32,8,128,1
1,1,0.526508689,28,0.004524787,fp32_tf32,8,128,1
1,1,0.522463977,18,0.004524787,fp32_tf32,8,128,1
1,0,0.522138894,26,0.004524787,fp32_tf32,8,128,1
1,1,0.522106886,25,0.004600125,fp32_tf32,8,128,1
1,1,0.525746644,32,0.004600125,fp32_tf32,8,128,1
1,0,0.526523829,29,0.004600125,fp32_tf32,8,128,1
1,0,0.523913741,11,0.004600125,fp32_tf32,8,128,1
1,1,0.524640262,22,0.004600125,fp32_tf32,8,128,1
1,0,0.525035381,20,0.004600125,fp32_tf32,8,128,1
1,1,0.523713052,41,0.004600125,fp32_tf32,8,128,1
1,0,0.523952246,15,0.004600125,fp32_tf32,8,128,1
1,0,0.528530717,31,0.00457385,fp32_tf32,8,128,1
1,0,0.529047489,31,0.00457385,fp32_tf32,8,128,1
1,1,0.52357626,31,0.00457385,fp32_tf32,8,128,1
1,0,0.522386909,24,0.00457385,fp32_tf32,8,128,1
1,0,0.523967445,20,0.00457385,fp32_tf32,8,128,1
1,0,0.525651395,21,0.00457385,fp32_tf32,8,128,1
1,1,0.523232341,27,0.00457385,fp32_tf32,8,128,1
1,1,0.527054071,33,0.00457385,fp32_tf32,8,128,1
1,1,0.526937068,9,0.00459915,fp32_tf32,8,128,1
1,1,0.524900615,28,0.00459915,fp32_tf32,8,128,1
1,1,0.526005447,41,0.00459915,fp32_tf32,8,128,1
1,0,0.527005494,12,0.00459915,fp32_tf32,8,128,1
1,0,0.523447871,19,0.00459915,fp32_tf32,8,128,1
1,1,0.524459302,29,0.00459915,fp32_tf32,8,128,1
1,1,0.523748994,40,0.00459915,fp32_tf32,8,128,1
1,0,0.52471447,19,0.00459915,fp32_tf32,8,128,1
1,1,0.526098967,13,0.004613138,fp32_tf32,8,128,1
1,1,0.526524186,27,0.004613138,fp32_tf32,8,128,1
1,1,0.526256621,46,0.004613138,fp32_tf32,8,128,1
1,1,0.529495656,39,0.004613138,fp32_tf32,8,128,1
1,1,0.52567029,17,0.004613138,fp32_tf32,8,128,1
1,0,0.524179041,28,0.004613138,fp32_tf32,8,128,1
1,1,0.524403214,26,0.004613138,fp32_tf32,8,128,1
1,0,0.526579618,9,0.004613138,fp32_tf32,8,128,1
1,0,0.523349643,17,0.004505025,fp32_tf32,8,128,1
1,1,0.52658844,30,0.004505025,fp32_tf32,8,128,1
1,0,0.524605513,11,0.004505025,fp32_tf32,8,128,1
1,1,0.526589155,12,0.004505025,fp32_tf32,8,128,1
1,0,0.526966393,17,0.004505025,fp32_tf32,8,128,1
1,1,0.526990235,36,0.004505025,fp32_tf32,8,128,1
1,1,0.527267933,55,0.004505025,fp32_tf32,8,128,1
1,1,0.526467502,27,0.004505025,fp32_tf32,8,128,1
1,1,0.522409141,49,0.0044599,fp32_tf32,8,128,1
1,0,0.5250597,32,0.0044599,fp32_tf32,8,128,1
1,0,0.521556377,29,0.0044599,fp32_tf32,8,128,1
1,1,0.526717246,28,0.0044599,fp32_tf32,8,128,1
1,0,0.526213229,44,0.0044599,fp32_tf32,8,128,1
1,1,0.52707082,18,0.0044599,fp32_tf32,8,128,1
1,0,0.525679529,35,0.0044599,fp32_tf32,8,128,1
1,1,0.528317332,30,0.0044599,fp32_tf32,8,128,1
1,1,0.526069939,28,0.0045947,fp32_tf32,8,128,1
1,0,0.5252195,7,0.0045947,fp32_tf32,8,128,1
1,1,0.528422952,41,0.0045947,fp32_tf32,8,128,1
1,1,0.524852157,50,0.0045947,fp32_tf32,8,128,1
1,0,0.526935637,39,0.0045947,fp32_tf32,8,128,1
1,1,0.52519089,41,0.0045947,fp32_tf32,8,128,1
1,0,0.527642787,26,0.0045947,fp32_tf32,8,128,1
1,1,0.526841938,36,0.0045947,fp32_tf32,8,128,1
1,0,0.523840547,36,0.00439425,fp32_tf32,8,128,1
1,1,0.5242033,22,0.00439425,fp32_tf32,8,128,1
1,1,0.526466668,46,0.00439425,fp32_tf32,8,128,1
1,1,0.524628878,50,0.00439425,fp32_tf32,8,128,1
1,1,0.525362611,39,0.00439425,fp32_tf32,8,128,1
1,0,0.526212871,24,0.00439425,fp32_tf32,8,128,1
1,0,0.52912426,7,0.00439425,fp32_tf32,8,128,1
1,0,0.522756875,29,0.00439425,fp32_tf32,8,128,1
1,1,0.523799837,22,0.004446325,fp32_tf32,8,128,1
1,0,0.525659382,41,0.004446325,fp32_tf32,8,128,1
1,1,0.526137888,31,0.004446325,fp32_tf32,8,128,1
1,1,0.526524961,43,0.004446325,fp32_tf32,8,128,1
1,1,0.525744855,17,0.004446325,fp32_tf32,8,128,1
1,0,0.522811174,20,0.004446325,fp32_tf32,8,128,1
1,1,0.526195645,21,0.004446325,fp32_tf32,8,128,1
1,0,0.524511218,24,0.004446325,fp32_tf32,8,128,1
1,1,0.523997068,32,0.004446012,fp32_tf32,8,128,1
1,1,0.525272071,37,0.004446012,fp32_tf32,8,128,1
1,0,0.52476722,14,0.004446012,fp32_tf32,8,128,1
1,1,0.52439636,46,0.004446012,fp32_tf32,8,128,1
1,0,0.528183341,26,0.004446012,fp32_tf32,8,128,1
1,0,0.528606474,29,0.004446012,fp32_tf32,8,128,1
1,0,0.526272237,20,0.004446012,fp32_tf32,8,128,1
1,1,0.525162041,17,0.004446012,fp32_tf32,8,128,1
1,1,0.52311033,37,0.004457025,fp32_tf32,8,128,1
1,1,0.526227593,10,0.004457025,fp32_tf32,8,128,1
1,1,0.526044786,43,0.004457025,fp32_tf32,8,128,1
1,1,0.522201657,41,0.004457025,fp32_tf32,8,128,1
1,1,0.526279867,28,0.004457025,fp32_tf32,8,128,1
1,1,0.526062548,23,0.004457025,fp32_tf32,8,128,1
1,0,0.525167942,29,0.004457025,fp32_tf32,8,128,1
1,0,0.528208852,23,0.004457025,fp32_tf32,8,128,1
1,1,0.52655381,39,0.004425625,fp32_tf32,8,128,1
1,0,0.526799917,19,0.004425625,fp32_tf32,8,128,1
1,0,0.526026189,11,0.004425625,fp32_tf32,8,128,1
1,0,0.52624172,43,0.004425625,fp32_tf32,8,128,1
1,1,0.526646852,12,0.004425625,fp32_tf32,8,128,1
1,0,0.527028859,8,0.004425625,fp32_tf32,8,128,1
1,0,0.525201499,35,0.004425625,fp32_tf32,8,128,1
1,1,0.527820945,25,0.004425625,fp32_tf32,8,128,1
1,1,0.527401328,18,0.004398637,fp32_tf32,8,128,1
1,0,0.524578512,25,0.004398637,fp32_tf32,8,128,1
1,1,0.524389803,27,0.004398637,fp32_tf32,8,128,1
1,1,0.525750279,39,0.004398637,fp32_tf32,8,128,1
1,0,0.526663005,17,0.004398637,fp32_tf32,8,128,1
1,1,0.522379994,27,0.004398637,fp32_tf32,8,128,1
1,0,0.52641958,28,0.004398637,fp32_tf32,8,128,1
1,0,0.528566301,21,0.004398637,fp32_tf32,8,128,1
1,1,0.525996923,12,0.004384662,fp32_tf32,8,128,1
1,1,0.526069283,18,0.004384662,fp32_tf32,8,128,1
1,1,0.527713895,18,0.004384662,fp32_tf32,8,128,1
1,1,0.52840668,18,0.004384662,fp32_tf32,8,128,1
1,1,0.525586903,27,0.004384662,fp32_tf32,8,128,1
1,1,0.527906656,27,0.004384662,fp32_tf32,8,128,1
1,1,0.522731721,24,0.004384662,fp32_tf32,8,128,1
1,1,0.521946788,32,0.004384662,fp32_tf32,8,128,1
1,0,0.529688716,33,0.004445525,fp32_tf32,8,128,1
1,0,0.522823989,47,0.004445525,fp32_tf32,8,128,1
1,1,0.528779864,39,0.004445525,fp32_tf32,8,128,1
1,0,0.52445358,23,0.004445525,fp32_tf32,8,128,1
1,0,0.527309537,15,0.004445525,fp32_tf32,8,128,1
1,1,0.527939558,26,0.004445525,fp32_tf32,8,128,1
1,1,0.52501899,18,0.004445525,fp32_tf32,8,128,1
1,0,0.525508761,20,0.004445525,fp32_tf32,8,128,1
1,1,0.524908721,39,0.004438513,fp32_tf32,8,128,1
1,0,0.528178036,29,0.004438513,fp32_tf32,8,128,1
1,0,0.524934173,29,0.004438513,fp32_tf32,8,128,1
1,1,0.525413275,17,0.004438513,fp32_tf32,8,128,1
1,1,0.526919425,43,0.004438513,fp32_tf32,8,128,1
1,1,0.522743642,16,0.004438513,fp32_tf32,8,128,1
1,0,0.525620759,21,0.004438513,fp32_tf32,8,128,1
1,0,0.525736332,13,0.004438513,fp32_tf32,8,128,1
1,1,0.526680827,23,0.004524962,fp32_tf32,8,128,1
1,0,0.528300107,34,0.004524962,fp32_tf32,8,128,1
1,1,0.527093112,31,0.004524962,fp32_tf32,8,128,1
1,0,0.524408996,49,0.004524962,fp32_tf32,8,128,1
1,1,0.525452077,32,0.004524962,fp32_tf32,8,128,1
1,1,0.525512516,30,0.004524962,fp32_tf32,8,128,1
1,1,0.525217891,12,0.004524962,fp32_tf32,8,128,1
1,1,0.527288675,11,0.004524962,fp32_tf32,8,128,1
1,0,0.527858973,28,0.004577625,fp32_tf32,8,128,1
1,1,0.526027024,29,0.004577625,fp32_tf32,8,128,1
1,0,0.524412155,27,0.004577625,fp32_tf32,8,128,1
1,0,0.52638334,9,0.004577625,fp32_tf32,8,128,1
1,1,0.52608937,13,0.004577625,fp32_tf32,8,128,1
1,1,0.527528942,14,0.004577625,fp32_tf32,8,128,1
1,0,0.524252772,13,0.004577625,fp32_tf32,8,128,1
1,0,0.527287185,38,0.004577625,fp32_tf32,8,128,1
1,0,0.525302231,28,0.004601163,fp32_tf32,8,128,1
1,0,0.526664615,26,0.004601163,fp32_tf32,8,128,1
1,1,0.524875045,39,0.004601163,fp32_tf32,8,128,1
1,0,0.52549696,31,0.004601163,fp32_tf32,8,128,1
1,0,0.528704166,28,0.004601163,fp32_tf32,8,128,1
1,0,0.524694264,11,0.004601163,fp32_tf32,8,128,1
1,0,0.527459264,17,0.004601163,fp32_tf32,8,128,1
1,0,0.526513755,27,0.004601163,fp32_tf32,8,128,1
1,0,0.524659097,26,0.004530763,fp32_tf32,8,128,1
1,1,0.524103165,28,0.004530763,fp32_tf32,8,128,1
1,0,0.526206315,9,0.004530763,fp32_tf32,8,128,1
1,0,0.526713192,36,0.004530763,fp32_tf32,8,128,1
1,0,0.526000142,20,0.004530763,fp32_tf32,8,128,1
1,1,0.527280688,29,0.004530763,fp32_tf32,8,128,1
1,1,0.52752012,37,0.004530763,fp32_tf32,8,128,1
1,0,0.525005221,18,0.004530763,fp32_tf32,8,128,1
1,0,0.523658037,21,0.004582175,fp32_tf32,8,128,1
1,1,0.530763328,36,0.004582175,fp32_tf32,8,128,1
1,0,0.522814214,19,0.004582175,fp32_tf32,8,128,1
1,1,0.525072634,24,0.004582175,fp32_tf32,8,128,1
1,0,0.52269876,22,0.004582175,fp32_tf32,8,128,1
1,1,0.524124265,21,0.004582175,fp32_tf32,8,128,1
1,0,0.525402784,25,0.004582175,fp32_tf32,8,128,1
1,1,0.524257421,34,0.004582175,fp32_tf32,8,128,1
1,0,0.522040367,46,0.004629638,fp32_tf32,8,128,1
1,1,0.527275324,20,0.004629638,fp32_tf32,8,128,1
1,1,0.526806831,33,0.004629638,fp32_tf32,8,128,1
1,0,0.522921503,39,0.004629638,fp32_tf32,8,128,1
1,0,0.525555849,19,0.004629638,fp32_tf32,8,128,1
1,1,0.525904715,8,0.004629638,fp32_tf32,8,128,1
1,0,0.527097046,22,0.004629638,fp32_tf32,8,128,1
1,0,0.527046621,40,0.004629638,fp32_tf32,8,128,1
1,0,0.527414382,26,0.0045171,fp32_tf32,8,128,1
1,1,0.527804554,18,0.0045171,fp32_tf32,8,128,1
1,0,0.526341915,8,0.0045171,fp32_tf32,8,128,1
1,0,0.528534532,25,0.0045171,fp32_tf32,8,128,1
1,0,0.526497424,30,0.0045171,fp32_tf32,8,128,1
1,0,0.524173021,28,0.0045171,fp32_tf32,8,128,1
1,0,0.524588466,48,0.0045171,fp32_tf32,8,128,1
1,0,0.526830733,9,0.0045171,fp32_tf32,8,128,1
1,0,0.527367055,32,0.004567988,fp32_tf32,8,128,1
1,0,0.527817428,22,0.004567988,fp32_tf32,8,128,1
1,0,0.525625706,27,0.004567988,fp32_tf32,8,128,1
1,0,0.521659255,25,0.004567988,fp32_tf32,8,128,1
1,1,0.52676785,36,0.004567988,fp32_tf32,8,128,1
1,1,0.525330603,20,0.004567988,fp32_tf32,8,128,1
1,0,0.525901377,30,0.004567988,fp32_tf32,8,128,1
1,0,0.524004817,13,0.004567988,fp32_tf32,8,128,1
1,0,0.527340233,29,0.0045473,fp32_tf32,8,128,1
1,1,0.52564013,26,0.0045473,fp32_tf32,8,128,1
1,1,0.52385056,37,0.0045473,fp32_tf32,8,128,1
1,0,0.523300707,40,0.0045473,fp32_tf32,8,128,1
1,0,0.525176585,26,0.0045473,fp32_tf32,8,128,1
1,0,0.527204931,33,0.0045473,fp32_tf32,8,128,1
1,0,0.526051581,28,0.0045473,fp32_tf32,8,128,1
1,0,0.527208745,9,0.0045473,fp32_tf32,8,128,1
1,0,0.525623262,30,0.0045288,fp32_tf32,8,128,1
1,0,0.527374566,10,0.0045288,fp32_tf32,8,128,1
1,1,0.526307642,14,0.0045288,fp32_tf32,8,128,1
1,1,0.526442707,25,0.0045288,fp32_tf32,8,128,1
1,0,0.525743842,30,0.0045288,fp32_tf32,8,128,1
1,1,0.525859714,18,0.0045288,fp32_tf32,8,128,1
1,0,0.524750829,11,0.0045288,fp32_tf32,8,128,1
1,1,0.526190162,10,0.0045288,fp32_tf32,8,128,1
1,1,0.52719444,32,0.00461965,fp32_tf32,8,128,1
1,1,0.526021421,36,0.00461965,fp32_tf32,8,128,1
1,0,0.522958517,16,0.00461965,fp32_tf32,8,128,1
1,1,0.524084508,13,0.00461965,fp32_tf32,8,128,1
1,0,0.527031243,29,0.00461965,fp32_tf32,8,128,1
1,1,0.527116239,28,0.00461965,fp32_tf32,8,128,1
1,1,0.527203739,19,0.00461965,fp32_tf32,8,128,1
1,0,0.523213148,43,0.00461965,fp32_tf32,8,128,1
1,1,0.525143743,31,0.004570825,fp32_tf32,8,128,1
1,0,0.527923286,47,0.004570825,fp32_tf32,8,128,1
1,0,0.526548803,34,0.004570825,fp32_tf32,8,128,1
1,0,0.525639951,18,0.004570825,fp32_tf32,8,128,1
1,0,0.52648592,34,0.004570825,fp32_tf32,8,128,1
1,1,0.523307741,25,0.004570825,fp32_tf32,8,128,1
1,1,0.523430526,30,0.004570825,fp32_tf32,8,128,1
1,1,0.525787771,17,0.004570825,fp32_tf32,8,128,1
1,1,0.526953757,18,0.00461115,fp32_tf32,8,128,1
1,1,0.52463156,21,0.00461115,fp32_tf32,8,128,1
1,1,0.525763214,20,0.00461115,fp32_tf32,8,128,1
1,0,0.527308226,12,0.00461115,fp32_tf32,8,128,1
1,1,0.528021514,39,0.00461115,fp32_tf32,8,128,1
1,0,0.526585698,20,0.00461115,fp32_tf32,8,128,1
1,1,0.524326563,23,0.00461115,fp32_tf32,8,128,1
1,0,0.525493205,16,0.00461115,fp32_tf32,8,128,1
1,0,0.525241852,12,0.0045788,fp32_tf32,8,128,1
1,1,0.526964545,18,0.0045788,fp32_tf32,8,128,1
1,1,0.525379896,27,0.0045788,fp32_tf32,8,128,1
1,0,0.527584732,9,0.0045788,fp32_tf32,8,128,1
1,1,0.529406607,28,0.0045788,fp32_tf32,8,128,1
1,0,0.523305714,16,0.0045788,fp32_tf32,8,128,1
1,1,0.524866521,34,0.0045788,fp32_tf32,8,128,1
1,0,0.527196348,14,0.0045788,fp32_tf32,8,128,1
1,1,0.526826739,25,0.004542475,fp32_tf32,8,128,1
1,1,0.524498999,22,0.004542475,fp32_tf32,8,128,1
1,0,0.525697827,33,0.004542475,fp32_tf32,8,128,1
1,1,0.527942061,18,0.004542475,fp32_tf32,8,128,1
1,1,0.523097873,43,0.004542475,fp32_tf32,8,128,1
1,0,0.526653945,27,0.004542475,fp32_tf32,8,128,1
1,0,0.522737741,27,0.004542475,fp32_tf32,8,128,1
1,0,0.525262475,11,0.004542475,fp32_tf32,8,128,1
1,1,0.529262424,38,0.004408963,fp32_tf32,8,128,1
1,0,0.525247753,37,0.004408963,fp32_tf32,8,128,1
1,0,0.527266383,13,0.004408963,fp32_tf32,8,128,1
1,0,0.525722504,28,0.004408963,fp32_tf32,8,128,1
1,0,0.526801586,6,0.004408963,fp32_tf32,8,128,1
1,0,0.527024925,28,0.004408963,fp32_tf32,8,128,1
1,0,0.525495648,29,0.004408963,fp32_tf32,8,128,1
1,1,0.526206493,18,0.004408963,fp32_tf32,8,128,1
1,1,0.529098272,17,0.0045739,fp32_tf32,8,128,1
1,0,0.525937319,22,0.0045739,fp32_tf32,8,128,1
1,1,0.527583003,11,0.0045739,fp32_tf32,8,128,1
1,0,0.524552643,25,0.0045739,fp32_tf32,8,128,1
1,1,0.522843421,36,0.0045739,fp32_tf32,8,128,1
1,0,0.526448965,30,0.0045739,fp32_tf32,8,128,1
1,0,0.526565373,16,0.0045739,fp32_tf32,8,128,1
1,1,0.524127066,32,0.0045739,fp32_tf32,8,128,1
1,1,0.524339974,40,0.004544887,fp32_tf32,8,128,1
1,1,0.528611541,29,0.004544887,fp32_tf32,8,128,1
1,1,0.523341417,24,0.004544887,fp32_tf32,8,128,1
1,1,0.52704531,11,0.004544887,fp32_tf32,8,128,1
1,0,0.526306391,19,0.004544887,fp32_tf32,8,128,1
1,1,0.524707317,23,0.004544887,fp32_tf32,8,128,1
1,0,0.525766492,22,0.004544887,fp32_tf32,8,128,1
1,1,0.525896311,36,0.004544887,fp32_tf32,8,128,1
1,0,0.526175857,25,0.004499663,fp32_tf32,8,128,1
1,1,0.527303994,38,0.004499663,fp32_tf32,8,128,1
1,1,0.526040554,24,0.004499663,fp32_tf32,8,128,1
1,1,0.525235176,12,0.004499663,fp32_tf32,8,128,1
1,0,0.52805382,29,0.004499663,fp32_tf32,8,128,1
1,1,0.529053152,23,0.004499663,fp32_tf32,8,128,1
1,1,0.523395956,33,0.004499663,fp32_tf32,8,128,1
1,1,0.528321266,20,0.004499663,fp32_tf32,8,128,1
1,1,0.524881124,25,0.0044782,fp32_tf32,8,128,1
1,0,0.529779792,14,0.0044782,fp32_tf32,8,128,1
1,0,0.524844944,25,0.0044782,fp32_tf32,8,128,1
1,1,0.525452912,29,0.0044782,fp32_tf32,8,128,1
1,1,0.530249119,18,0.0044782,fp32_tf32,8,128,1
1,1,0.525520086,23,0.0044782,fp32_tf32,8,128,1
1,1,0.522746623,20,0.0044782,fp32_tf32,8,128,1
1,0,0.527475357,20,0.0044782,fp32_tf32,8,128,1
1,0,0.526793957,35,0.004426425,fp32_tf32,8,128,1
1,0,0.526293755,29,0.004426425,fp32_tf32,8,128,1
1,0,0.527074754,19,0.004426425,fp32_tf32,8,128,1
1,1,0.524285614,43,0.004426425,fp32_tf32,8,128,1
1,0,0.528164089,39,0.004426425,fp32_tf32,8,128,1
